League,LeagueId,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HasOT,Home_OT,Away_OT
Asian Games Women,302.0,2026-09-24,4348,4365,Chinese Taipei W,Philippines W,83.0,71.0,False,0,0
Asian Games Women,302.0,2026-09-24,3042,4354,Japan W,Thailand W,86.0,29.0,False,0,0
Asian Games Women,302.0,2026-09-24,4353,3039,Mongolia W,China W,63.0,89.0,False,0,0
B League,56.0,2026-09-24,2975,6349,Gunma,Altiri Chiba,76.0,74.0,False,0,0
BBL,40.0,2026-09-24,519,526,Alba Berlin,Frankfurt,94.0,83.0,False,0,0
BBL,40.0,2026-09-24,530,561,Ludwigsburg,Rostock,81.0,78.0,False,0,0
BBL,40.0,2026-09-24,534,520,Vechta,Bamberg,67.0,108.0,False,0,0
Basketligaen,34.0,2026-09-24,464,468,Bakken Bears,Horsens,83.0,64.0,False,0,0
Basketligaen,34.0,2026-09-24,471,5015,Team FOG Naestved,Holbaek-Stenhus,117.0,56.0,False,0,0
Basketligaen,34.0,2026-09-24,2664,2258,Vejen,Bears Academy,60.0,92.0,False,0,0
ENBL,369.0,2026-09-24,904,848,Anwil Wloclawek,Donar Groningen,97.0,81.0,False,0,0
EuroCup Women,360.0,2026-09-24,4838,1712,Beroe W,Ferrol W,61.0,76.0,False,0,0
EuroCup Women,360.0,2026-09-24,3655,454,Chartres W,Chomutov W,80.0,66.0,False,0,0
EuroCup Women,360.0,2026-09-24,7458,742,Estepona W,San Giovanni W,65.0,76.0,False,0,0
EuroCup Women,360.0,2026-09-24,1243,544,Geneve W,Saarlouis W,75.0,109.0,False,0,0
Euroleague,120.0,2026-09-24,2329,1263,Barcelona,Anadolu Efes,89.0,82.0,False,0,0
Euroleague,120.0,2026-09-24,2331,1542,Baskonia,Olympiacos,89.0,106.0,False,0,0
Euroleague,120.0,2026-09-24,1065,796,Crvena Zvezda Meridianbet,Zalgiris Kaunas,77.0,83.0,False,0,0
Euroleague,120.0,2026-09-24,6496,2338,Dubai,Real Madrid,78.0,77.0,False,0,0
Euroleague,120.0,2026-09-24,682,522,Hapoel Tel Aviv,Bayern,84.0,86.0,False,0,0
Euroleague,120.0,2026-09-24,26,687,Lyon-Villeurbanne,Maccabi Tel Aviv,84.0,74.0,False,0,0
Euroleague,120.0,2026-09-24,614,108,Panathinaikos,Paris,91.0,72.0,False,0,0
Extraliga,87.0,2026-09-24,7385,7438,Kosice Wolves,Slovan Bratislava,59.0,94.0,False,0,0
Intercontinental Cup,280.0,2026-09-24,282,7392,Boca Juniors,G League United,74.0,79.0,False,0,0
Intercontinental Cup,280.0,2026-09-24,794,433,Rytas,Shanghai,107.0,66.0,False,0,0
KBL Cup,266.0,2026-09-24,1103,1108,Goyang Sono,Seoul Knights,99.0,86.0,False,0,0
KBL Cup,266.0,2026-09-24,3081,1107,KoGas,Mobis Phoebus,82.0,87.0,False,0,0
KBL Cup,266.0,2026-09-24,1111,1109,Wonju DB,Seoul Thunders,101.0,83.0,False,0,0
LNB,114.0,2026-09-24,1377,1384,Ancud,Puerto Montt,83.0,94.0,False,0,0
LNB,258.0,2026-09-24,3900,7927,Dep. San Jose,Capiata Bulls,101.0,68.0,False,0,0
LNB,258.0,2026-09-24,4936,7424,Felix Perez Cardozo,Deportivo Amambay,60.0,81.0,False,0,0
LNB,114.0,2026-09-24,1381,1447,Las Animas,Espanol de Talca,81.0,77.0,False,0,0
LNB,114.0,2026-09-24,6446,5114,Naviera Ulloa,Colo Colo,92.0,82.0,False,0,0
Latvia-Estonian League,204.0,2026-09-24,485,480,Tartu Ulikool,BC Kalev/Cramo,90.0,63.0,False,0,0
NB I A W,47.0,2026-09-24,638,639,ETO Basket W,Ujbuda BEAC W,88.0,74.0,False,0,0
NBA W,13.0,2026-09-24,164,7870,Connecticut Sun W,Toronto Tempo W,95.0,81.0,False,0,0
NBA W,13,2026-09-24,168,7326,Los Angeles Sparks W,Golden State Valkyries W,75.0,76.0,False,0,0
NBA W,13.0,2026-09-24,169,166,Minnesota Lynx W,Indiana Fever W,86.0,66.0,False,0,0
NBA W,13,2026-09-24,171,167,Phoenix Mercury W,Las Vegas Aces W,82.0,100.0,False,0,0
NBA W,13.0,2026-09-24,175,163,Washington Mystics W,Chicago Sky W,101.0,93.0,False,0,0
NBL,1.0,2026-09-24,5,8,Perth,Adelaide,98.0,97.0,False,0,0
NBL,1.0,2026-09-24,2,1,South East Melbourne,Melbourne United,61.0,86.0,False,0,0
VBA,276.0,2026-09-24,75,3994,Saigon Heat,Hanoi Buffaloes,80.0,97.0,False,0,0
Asian Games Women,302.0,2026-09-23,3047,4350,South Korea W,Indonesia W,101.0,59.0,False,0,0
B League,56.0,2026-09-23,749,758,Alvark,Ryukyu,74.0,85.0,False,0,0
B League,56.0,2026-09-23,6034,761,Nagasaki,Shimane,64.0,89.0,False,0,0
Basketligaen,34.0,2026-09-23,7884,7902,BMS Herlev,Gladsaxe,70.0,102.0,False,0,0
Basketligaen,34.0,2026-09-23,469,470,Randers,Svendborg,83.0,96.0,False,0,0
ENBL,369.0,2026-09-23,2748,655,BK Liepaja,Tindastoll,69.0,92.0,False,0,0
ENBL,369.0,2026-09-23,1232,2516,Lausanne Basket,Kapfenberg Bulls,71.0,94.0,False,0,0
ENBL,369.0,2026-09-23,483,877,Tal Tech,Fyllingen,95.0,94.0,False,0,0
EuroCup Women,360.0,2026-09-23,3729,3755,Proteas Voulas W,Elitzur Ramla W,46.0,79.0,False,0,0
Euroleague Women,359.0,2026-09-23,123,456,Flammes Carolo W,KP Brno W,101.0,81.0,False,0,0
Euroleague Women,359.0,2026-09-23,800,920,Kibirkstis Vilnius W,AZS Poznan W,91.0,69.0,False,0,0
Euroleague Women,359.0,2026-09-23,3692,3969,Panathinaikos W,Emlak Konut W,68.0,91.0,False,0,0
Euroleague Women,359.0,2026-09-23,462,3930,Zabiny Brno W,Crvena zvezda W,69.0,75.0,False,0,0
FIBA Europe Cup,201.0,2026-09-23,7524,481,Neftchi IK,Parnu,80.0,67.0,False,0,0
FIBA Europe Cup,201.0,2026-09-23,783,978,Peja,Dinamo Bucharest,58.0,96.0,False,0,0
FIBA Europe Cup,201.0,2026-09-23,3620,1069,Samobor,BC Prievidza,83.0,103.0,False,0,0
Intercontinental Cup,280.0,2026-09-23,423,7392,Beijing Royal Fighters,G League United,89.0,119.0,False,0,0
Intercontinental Cup,280.0,2026-09-23,433,7878,Shanghai,RSSB Tigers,115.0,117.0,True,12,14
LKL,60.0,2026-09-23,791,789,Neptunas,Juventus,99.0,84.0,False,0,0
LKL,60.0,2026-09-23,795,790,Siauliai,Lietkabelis,86.0,77.0,False,0,0
LNB,114.0,2026-09-23,1387,1378,U. De Concepcion,CD Puerto Varas,96.0,76.0,False,0,0
Latvia-Estonian League,204.0,2026-09-23,1663,2745,VEF Riga,Latvijas Universitate,104.0,66.0,False,0,0
League Cup,141.0,2026-09-23,7498,2730,Hapoel HaEmek,Ironi Kiryat Ata,98.0,99.0,True,14,15
League Cup,141.0,2026-09-23,680,2731,Hapoel Holon,Maccabi Ironi Ramat Gan,83.0,80.0,False,0,0
Liga Nova KBM,89.0,2026-09-23,1684,413,Perspektiva Ilirija,Gorica,86.0,59.0,False,0,0
NBA W,13.0,2026-09-23,170,162,New York Liberty W,Atlanta Dream W,65.0,83.0,False,0,0
NBA W,13.0,2026-09-23,172,165,Seattle Storm W,Dallas Wings W,91.0,103.0,False,0,0
NBL,1.0,2026-09-23,3404,3185,Cairns Taipans,Tasmania JackJumpers,93.0,87.0,False,0,0
NBL,32.0,2026-09-23,442,451,Decin,USK Prague,74.0,57.0,False,0,0
NBL,32.0,2026-09-23,445,441,NH Ostrava,Brno,85.0,76.0,False,0,0
NBL,32.0,2026-09-23,447,449,Olomoucko,Pardubice,54.0,100.0,False,0,0
NBL,410.0,2026-09-23,6371,6370,SG Basketball,SBA,77.0,61.0,False,0,0
NBL,32.0,2026-09-23,7901,448,Slavia Prague ERA NBK,Opava,114.0,81.0,False,0,0
NBL,32.0,2026-09-23,4919,443,Srsni Pisek,Hradec Kralove,111.0,87.0,False,0,0
NBL,410.0,2026-09-23,6375,6376,Tong Whye,Xin Hua,64.0,58.0,False,0,0
NBL,32.0,2026-09-23,452,2618,Usti n. Labem,Plzen,115.0,74.0,False,0,0
SLB,108.0,2026-09-23,1329,1325,London Lions,Cheshire Phoenix,91.0,81.0,False,0,0
Suomen Cup,391.0,2026-09-23,3071,495,Bisons Loimaa,Salon Vilpas,74.0,101.0,False,0,0
Suomen Cup,391.0,2026-09-23,5623,489,Kipina,Karhu Basket,84.0,92.0,False,0,0
Asian Games Women,302.0,2026-09-22,3042,4365,Japan W,Philippines W,89.0,67.0,False,0,0
Asian Games Women,302.0,2026-09-22,4353,4317,Mongolia W,Malaysia W,89.0,81.0,False,0,0
Asian Games Women,302.0,2026-09-22,3047,4348,South Korea W,Chinese Taipei W,73.0,59.0,False,0,0
B League,56.0,2026-09-22,749,758,Alvark,Ryukyu,84.0,73.0,False,0,0
Basketligaen,34.0,2026-09-22,465,472,Copenhagen,Vaerlose,88.0,74.0,False,0,0
Intercontinental Cup,280.0,2026-09-22,423,282,Beijing Royal Fighters,Boca Juniors,78.0,88.0,False,0,0
Intercontinental Cup,280.0,2026-09-22,794,7878,Rytas,RSSB Tigers,107.0,89.0,False,0,0
LKL,60.0,2026-09-22,2315,792,Jonava,Nevezis,85.0,65.0,False,0,0
LNB,258.0,2026-09-22,7927,2997,Capiata Bulls,Olimpia Kings,44.0,93.0,False,0,0
LNB,114.0,2026-09-22,1381,5114,Las Animas,Colo Colo,80.0,75.0,False,0,0
LNB,114.0,2026-09-22,6446,1447,Naviera Ulloa,Espanol de Talca,86.0,78.0,False,0,0
LNBP,63.0,2026-09-22,833,830,Soles,Panteras,76.0,77.0,False,0,0
Latvia-Estonian League,204.0,2026-09-22,7814,2746,Rigas Juniori,Valmiera Glass Via,73.0,82.0,False,0,0
League Cup,141.0,2026-09-22,686,678,Maccabi Rishon,Hapoel Beer Sheva,75.0,84.0,False,0,0
Liga Nova KBM,89.0,2026-09-22,1094,1100,KK Krka Novo mesto,Tajfun Sentjur,87.0,55.0,False,0,0
MPBL,426.0,2026-09-22,7351,7376,Batang Kankaloo,Zamboanga Sikat,82.0,78.0,False,0,0
MPBL,426.0,2026-09-22,7368,7369,Pasay Voyagers,Pasig City,78.0,69.0,False,0,0
NBA W,13.0,2026-09-22,163,7870,Chicago Sky W,Toronto Tempo W,97.0,85.0,False,0,0
NBA W,13.0,2026-09-22,166,169,Indiana Fever W,Minnesota Lynx W,96.0,77.0,False,0,0
NBA W,13.0,2026-09-22,167,168,Las Vegas Aces W,Los Angeles Sparks W,89.0,79.0,False,0,0
NBA W,13.0,2026-09-22,7100,7326,Portland Fire W,Golden State Valkyries W,90.0,82.0,True,13,5
NBA W,13.0,2026-09-22,175,164,Washington Mystics W,Connecticut Sun W,79.0,69.0,False,0,0
NBL,1.0,2026-09-22,7,9,Brisbane Bullets,New Zealand Breakers,88.0,85.0,False,0,0
Suomen Cup,391.0,2026-09-22,492,496,Kouvot Kouvola,UU-Korihait Uusikaupunki,85.0,73.0,False,0,0
Super Cup,167.0,2026-09-22,1270,1266,Fenerbahce,Besiktas,72.0,59.0,False,0,0
VBA,276.0,2026-09-22,75,3994,Saigon Heat,Hanoi Buffaloes,99.0,74.0,False,0,0
1 Liga,71.0,2026-09-21,5380,896,Polonia Warszawa,Lancut,95.0,93.0,False,0,0
Asian Games Women,302.0,2026-09-21,3039,4350,China W,Indonesia W,110.0,41.0,False,0,0
Asian Games Women,302.0,2026-09-21,4351,4349,Kazakhstan W,Hong Kong W,80.0,77.0,True,12,9
Asian Games Women,302.0,2026-09-21,4317,4348,Malaysia W,Chinese Taipei W,59.0,98.0,False,0,0
Asian Games Women,302.0,2026-09-21,4353,3047,Mongolia W,South Korea W,61.0,88.0,False,0,0
LNB,258.0,2026-09-21,7424,3899,Deportivo Amambay,Colonias Gold,85.0,70.0,False,0,0
LNB,258.0,2026-09-21,4935,4936,Deportivo Campoalto,Felix Perez Cardozo,83.0,68.0,False,0,0
LNB,258.0,2026-09-21,3901,3900,San Alfonzo,Dep. San Jose,59.0,76.0,False,0,0
LNBP,63.0,2026-09-21,817,5985,Abejas,Freseros,57.0,63.0,False,0,0
LNBP,63.0,2026-09-21,821,823,Correcaminos,Fuerza Regia,52.0,93.0,False,0,0
LNBP,63.0,2026-09-21,6478,6477,El Calor de Cancun,Diablos Rojos,83.0,86.0,False,0,0
LNBP,63.0,2026-09-21,829,7437,Mineros,Gambusinos,87.0,85.0,False,0,0
LNBP,63.0,2026-09-21,6063,6479,Santos,Lobos Plateados,84.0,99.0,False,0,0
MPBL,426.0,2026-09-21,7354,7357,Bulacan Kuyas,GenSan Warriors,82.0,102.0,False,0,0
MPBL,426.0,2026-09-21,7372,7371,Rizal Golden Coolers,Quezon Huskers,74.0,90.0,False,0,0
MPBL,426.0,2026-09-21,7374,7359,Sarangani Marlins,Imus Braderhood,84.0,89.0,False,0,0
NBA W,13.0,2026-09-21,170,162,New York Liberty W,Atlanta Dream W,84.0,95.0,False,0,0
NBA W,13.0,2026-09-21,171,165,Phoenix Mercury W,Dallas Wings W,87.0,86.0,False,0,0
NBL,1.0,2026-09-21,3185,2,Tasmania JackJumpers,South East Melbourne,96.0,91.0,False,0,0
Superettan,99.0,2026-09-21,1200,1218,Djurgarden,AIK Basket,62.0,93.0,False,0,0
1 Liga,71.0,2026-09-20,6525,892,R. Rzeszow,Kotwica Kolobrzeg,80.0,94.0,False,0,0
1. Liga,228.0,2026-09-20,450,3623,Svitavy,Brno U23,93.0,89.0,False,0,0
1. Liga,228.0,2026-09-20,2631,2615,Vysoka,Novy Jicin,68.0,80.0,False,0,0
Asian Games,303.0,2026-09-20,278,3055,China,Iran,70.0,79.0,False,0,0
Asian Games,303.0,2026-09-20,3056,3030,Japan,South Korea,57.0,67.0,False,0,0
Asian Games Women,302.0,2026-09-20,4351,3042,Kazakhstan W,Japan W,23.0,88.0,False,0,0
BBL,40.0,2026-09-20,522,520,Bayern,Bamberg,108.0,72.0,False,0,0
BBL,40.0,2026-09-20,532,2263,Oldenburg,Syntainics MBC,96.0,81.0,False,0,0
BBL,40.0,2026-09-20,533,530,Ulm,Ludwigsburg,86.0,77.0,False,0,0
BLNO,68.0,2026-09-20,874,872,Baerum,Ammerud,93.0,103.0,False,0,0
BLNO,68.0,2026-09-20,875,876,Centrum Tigers,Froya,47.0,83.0,False,0,0
BLNO,68.0,2026-09-20,877,878,Fyllingen,Gimle,68.0,80.0,False,0,0
BLNO,68.0,2026-09-20,879,880,Kongsberg Miners,Nidaros Jets,113.0,70.0,False,0,0
Basketettan W,98.0,2026-09-20,7893,2680,Sollentuna W,Viby W,65.0,91.0,False,0,0
Basketettan W,98.0,2026-09-20,1214,1181,Umea W,Fryshuset Basket W,60.0,71.0,False,0,0
Basketligaen,34.0,2026-09-20,2258,7884,Bears Academy,BMS Herlev,75.0,82.0,False,0,0
Champions League,202.0,2026-09-20,2272,534,Dziki Warszawa,Vechta,82.0,93.0,False,0,0
Champions League,202.0,2026-09-20,495,975,Salon Vilpas,CSM Oradea,98.0,96.0,False,0,0
LFB Super Cup Women,393.0,2026-09-20,126,120,Landes W,Bourges W,66.0,53.0,False,0,0
LKL,60.0,2026-09-20,5562,795,Gargzdai,Siauliai,90.0,79.0,False,0,0
LKL,60.0,2026-09-20,791,796,Neptunas,Zalgiris Kaunas,69.0,93.0,False,0,0
LNB Super Cup,133.0,2026-09-20,19,108,Roanne,Paris,59.0,81.0,False,0,0
LNBP,63.0,2026-09-20,817,5985,Abejas,Freseros,97.0,80.0,False,0,0
LNBP,63.0,2026-09-20,819,822,Astros,Dorados,77.0,79.0,False,0,0
LNBP,63.0,2026-09-20,821,823,Correcaminos,Fuerza Regia,83.0,94.0,False,0,0
LNBP,63.0,2026-09-20,6478,6477,El Calor de Cancun,Diablos Rojos,86.0,73.0,False,0,0
LNBP,63.0,2026-09-20,829,7437,Mineros,Gambusinos,89.0,96.0,False,0,0
LNBP,63.0,2026-09-20,6063,6479,Santos,Lobos Plateados,86.0,95.0,False,0,0
LNBP,63.0,2026-09-20,833,830,Soles,Panteras,77.0,67.0,False,0,0
Lega A - Super Cup,142.0,2026-09-20,731,722,Venezia,Olimpia Milano,87.0,94.0,True,8,15
NBA W,13.0,2026-09-20,164,169,Connecticut Sun W,Minnesota Lynx W,89.0,101.0,False,0,0
NBA W,13.0,2026-09-20,166,175,Indiana Fever W,Washington Mystics W,77.0,93.0,False,0,0
NBA W,13.0,2026-09-20,167,172,Las Vegas Aces W,Seattle Storm W,98.0,77.0,False,0,0
NBA W,13.0,2026-09-20,168,7100,Los Angeles Sparks W,Portland Fire W,105.0,84.0,False,0,0
NBA W,13.0,2026-09-20,7870,170,Toronto Tempo W,New York Liberty W,69.0,106.0,False,0,0
NBL,1.0,2026-09-20,9,6,New Zealand Breakers,Illawarra Hawks,95.0,81.0,False,0,0
NBL,32.0,2026-09-20,447,443,Olomoucko,Hradec Kralove,81.0,93.0,False,0,0
NBL,1.0,2026-09-20,4,3404,Sydney,Cairns Taipans,111.0,90.0,False,0,0
NBL,32.0,2026-09-20,452,4919,Usti n. Labem,Srsni Pisek,78.0,80.0,False,0,0
SLB,108.0,2026-09-20,5633,7935,Caledonia Gladiators,Liverpool,78.0,73.0,False,0,0
SLB,108.0,2026-09-20,1325,1324,Cheshire Phoenix,Bristol Flyers,92.0,101.0,False,0,0
SLB,108.0,2026-09-20,1329,1331,London Lions,Newcastle Eagles,84.0,76.0,False,0,0
Supercopa ACB,118.0,2026-09-20,2334,2329,Joventut Badalona,Barcelona,101.0,87.0,False,0,0
Superettan,99.0,2026-09-20,1223,4931,IK Eos,Eskilstuna,86.0,91.0,False,0,0
Superettan,99.0,2026-09-20,7823,7960,Sollentuna,Cross Over,90.0,60.0,False,0,0
Superliga,59.0,2026-09-20,778,780,Bashkimi,Golden Eagle Ylli,96.0,60.0,False,0,0
TBL,102.0,2026-09-20,1269,1295,Darussafaka,Balikesir,67.0,65.0,False,0,0
TBL,102.0,2026-09-20,3194,7516,Fenerbahce 2,Kecioren Baglum,86.0,84.0,False,0,0
TBL,102.0,2026-09-20,5684,2461,Konya BBSK,Harem Spor,81.0,91.0,False,0,0
Total League,249.0,2026-09-20,4938,3827,Grengewald Hueschtert,Musel Pikes,84.0,83.0,False,0,0
Total League Women,250.0,2026-09-20,3833,3838,Contern W,Les Sangliers Wooltz W,84.0,72.0,False,0,0
Total League Women,250.0,2026-09-20,3835,3834,Esch W,Dudelange W,61.0,84.0,False,0,0
Total League Women,250.0,2026-09-20,3837,3839,Grengewald Hueschtert W,Musel Pikes W,83.0,87.0,False,0,0
VTB Super Cup,264.0,2026-09-20,1022,1030,CSKA Moscow,Unics Kazan,79.0,59.0,False,0,0
VTB Super Cup,264.0,2026-09-20,2556,1031,Igokea,Zenit Petersburg,83.0,79.0,False,0,0
VTB Super Cup,264.0,2026-09-20,1025,1263,Lokomotiv Kuban,Anadolu Efes,82.0,88.0,False,0,0
WBL Women,255.0,2026-09-20,6087,3875,Leiden W,Triple Threat W,85.0,67.0,False,0,0
1 Liga,71.0,2026-09-19,5560,893,Bytom,Krosno,91.0,85.0,True,14,8
1 Liga,71.0,2026-09-19,890,915,GKS Tychy,Spojnia Stargard,81.0,83.0,False,0,0
1 Liga,71.0,2026-09-19,901,900,Poznan,Poli. Opolska,96.0,75.0,False,0,0
Asian Games Women,302.0,2026-09-19,4349,4365,Hong Kong W,Philippines W,73.0,90.0,False,0,0
BBL,40.0,2026-09-19,521,563,Basketball Braunschweig,Trier,116.0,107.0,False,0,0
BBL,40.0,2026-09-19,524,529,Bonn,Hamburg,96.0,72.0,False,0,0
BBL,40.0,2026-09-19,561,560,Rostock,Phoenix Hagen,102.0,92.0,False,0,0
BLNO,68.0,2026-09-19,7390,880,TNT Towers,Nidaros Jets,73.0,78.0,False,0,0
Basketettan W,98.0,2026-09-19,1175,1177,Alvik 2 W,Blackeberg W,64.0,68.0,False,0,0
Basketettan W,98.0,2026-09-19,5691,1181,RIG Lulea W,Fryshuset Basket W,73.0,64.0,False,0,0
Basketligaen,34.0,2026-09-19,7902,472,Gladsaxe,Vaerlose,78.0,88.0,False,0,0
Champions League,202.0,2026-09-19,2272,1120,Dziki Warszawa,Breogan,113.0,110.0,False,0,0
Champions League,202.0,2026-09-19,617,534,Promitheas,Vechta,73.0,103.0,False,0,0
French Cup Women,231.0,2026-09-19,3658,131,Champagne W,Union Hainaut W,59.0,53.0,False,0,0
French Cup Women,231.0,2026-09-19,4930,7918,Feytiat W,Roche Vendee W,76.0,60.0,False,0,0
French Cup Women,231.0,2026-09-19,1475,3660,Nice W,Montbrison W,78.0,88.0,False,0,0
French Cup Women,231.0,2026-09-19,6081,7916,Pays Voironnais W,Geispolsheim W,66.0,55.0,False,0,0
French Cup Women,231.0,2026-09-19,7917,3654,Porte du Hainaut W,Aulnoye AS W,70.0,68.0,False,0,0
French Cup Women,231.0,2026-09-19,7499,1474,Rouen W,Mondeville W,62.0,68.0,False,0,0
LKL,60.0,2026-09-19,790,789,Lietkabelis,Juventus,84.0,82.0,False,0,0
LKL,60.0,2026-09-19,7936,2315,Taurage,Jonava,95.0,90.0,True,14,9
LNB Super Cup,133.0,2026-09-19,108,21,Paris,Nanterre,95.0,88.0,False,0,0
LNB Super Cup,133.0,2026-09-19,19,26,Roanne,Lyon-Villeurbanne,73.0,71.0,False,0,0
LNBP,63.0,2026-09-19,819,822,Astros,Dorados,87.0,80.0,True,18,11
League Cup,141.0,2026-09-19,2725,7498,Galil Elyon,Hapoel HaEmek,83.0,61.0,False,0,0
Lega A - Super Cup,142.0,2026-09-19,722,732,Olimpia Milano,Virtus Bologna,80.0,71.0,False,0,0
Lega A - Super Cup,142.0,2026-09-19,700,731,Tortona,Venezia,90.0,98.0,False,0,0
NBA W,13.0,2026-09-19,162,163,Atlanta Dream W,Chicago Sky W,106.0,81.0,False,0,0
NBA W,13.0,2026-09-19,165,171,Dallas Wings W,Phoenix Mercury W,87.0,82.0,False,0,0
NBA W,13.0,2026-09-19,7326,172,Golden State Valkyries W,Seattle Storm W,70.0,57.0,False,0,0
NBL,410.0,2026-09-19,6366,6467,Chong Ghee,Tungsan,94.0,83.0,False,0,0
NBL,1.0,2026-09-19,1,8,Melbourne United,Adelaide,95.0,97.0,False,0,0
NBL,32.0,2026-09-19,448,445,Opava,NH Ostrava,77.0,89.0,False,0,0
NBL,32.0,2026-09-19,449,441,Pardubice,Brno,85.0,79.0,False,0,0
NBL,1.0,2026-09-19,5,2,Perth,South East Melbourne,79.0,100.0,False,0,0
NBL,410.0,2026-09-19,6371,6372,SG Basketball,Siglap,78.0,73.0,False,0,0
NBL,32.0,2026-09-19,451,7901,USK Prague,Slavia Prague ERA NBK,80.0,88.0,False,0,0
NBL,410.0,2026-09-19,6376,6374,Xin Hua,Tagawa,73.0,55.0,False,0,0
Suomen Cup,391.0,2026-09-19,493,490,Lahti Basketball,Kataja,73.0,77.0,False,0,0
Super Cup Women,259.0,2026-09-19,927,924,Sleza Wroclaw W,Lublin W,60.0,78.0,False,0,0
Supercopa ACB,118.0,2026-09-19,2334,2331,Joventut Badalona,Baskonia,96.0,84.0,False,0,0
Supercopa ACB,118.0,2026-09-19,2341,2329,Valencia,Barcelona,86.0,87.0,False,0,0
Superettan,99.0,2026-09-19,1219,2313,Alvik,Ockelbo,127.0,59.0,False,0,0
Superettan,99.0,2026-09-19,4932,7508,Huddinge,Fryshuset Basket,91.0,79.0,False,0,0
Superettan,99.0,2026-09-19,1719,4931,Malbas,Eskilstuna,84.0,99.0,False,0,0
Superettan,99.0,2026-09-19,1225,7960,Norrort,Cross Over,100.0,73.0,False,0,0
Superettan,99.0,2026-09-19,1227,1207,Trelleborg,Wetterbygden Stars,77.0,87.0,False,0,0
Superliga,59.0,2026-09-19,6506,1593,Bora,Vellaznimi,90.0,67.0,False,0,0
Superliga,59.0,2026-09-19,784,785,Rahoveci,Trepca,101.0,106.0,False,0,0
Superliga,59.0,2026-09-19,3006,783,Sigal Prishtina,Peja,0.0,20.0,False,0,0
TBL,102.0,2026-09-19,1272,1300,Gaziantep,Final Spor,91.0,89.0,True,17,15
TBL,102.0,2026-09-19,6574,1279,Kipas Istiklal,Ankara Kolejliler,83.0,72.0,False,0,0
TBL,102.0,2026-09-19,1764,1760,MKE Ankaragucu,Mersin SK,70.0,100.0,False,0,0
TBL,102.0,2026-09-19,1273,6573,OGM Ormanspor,Goztepe,73.0,85.0,False,0,0
TBL,102.0,2026-09-19,1275,3191,iLab Basketbol,CO Basket,98.0,77.0,False,0,0
Total League,249.0,2026-09-19,3820,4939,Bertrange,Soleuvre,86.0,72.0,False,0,0
Total League,249.0,2026-09-19,3822,3830,Esch,Walferdange,78.0,74.0,False,0,0
Total League,249.0,2026-09-19,6362,3823,Kordall Steelers,Ettelbruck,81.0,109.0,False,0,0
Total League,249.0,2026-09-19,3828,3819,Racing Luxembourg,Amicale Steesel,96.0,81.0,False,0,0
Total League,249.0,2026-09-19,3829,3826,T71 Dudelange,Larochette,59.0,89.0,False,0,0
VBA,276.0,2026-09-19,3994,75,Hanoi Buffaloes,Saigon Heat,82.0,88.0,False,0,0
VTB Super Cup,264.0,2026-09-19,1263,1030,Anadolu Efes,Unics Kazan,91.0,79.0,False,0,0
VTB Super Cup,264.0,2026-09-19,1025,2556,Lokomotiv Kuban,Igokea,88.0,78.0,False,0,0
WBL Women,255.0,2026-09-19,3869,3868,Den Helder W,Binnenland W,85.0,68.0,False,0,0
WBL Women,255.0,2026-09-19,3870,6570,Grasshoppers W,Zwolle W,73.0,58.0,False,0,0
WBL Women,255.0,2026-09-19,3871,0,Jolly Jumpers W,Orange Lions W,84.0,79.0,False,0,0
WBL Women,255.0,2026-09-19,6088,3872,QSTA United W,TopKip Lions W,86.0,66.0,False,0,0
1 Liga,71.0,2026-09-18,903,1631,WKK Wroclaw,Inowroclaw,66.0,80.0,False,0,0
1. Liga,228.0,2026-09-18,6485,3629,CZ.ACADEMY,USK Prague B,79.0,74.0,False,0,0
1. Liga,228.0,2026-09-18,2614,6027,Liberecko,Radotin,81.0,77.0,False,0,0
1. Liga,228.0,2026-09-18,2612,1460,Litomerice,Jindrichuv Hradec,70.0,76.0,False,0,0
1. Liga,228.0,2026-09-18,7452,2601,MS Academy,Basketbal Olomouc,70.0,79.0,False,0,0
1. Liga,228.0,2026-09-18,2616,2633,Opava 2,Zlin,55.0,67.0,False,0,0
1. Liga,228.0,2026-09-18,7556,3625,SK Zabovresky,Pardubice 2,70.0,60.0,False,0,0
1. Liga,228.0,2026-09-18,2624,7898,Sokol Prazsky,Slavia Prague Tygri,88.0,76.0,False,0,0
1. Liga,228.0,2026-09-18,7453,3627,Valecnici Decin,Polabi,84.0,75.0,False,0,0
Asian Games,303.0,2026-09-18,3056,278,Japan,China,97.0,78.0,False,0,0
Asian Games,303.0,2026-09-18,3030,3055,South Korea,Iran,77.0,51.0,False,0,0
Asian Games Women,302.0,2026-09-18,4348,4353,Chinese Taipei W,Mongolia W,76.0,67.0,False,0,0
Asian Games Women,302.0,2026-09-18,4354,3039,Thailand W,China W,46.0,111.0,False,0,0
BBL,40.0,2026-09-18,519,550,Alba Berlin,Chemnitz,89.0,82.0,False,0,0
BLNO,68.0,2026-09-18,879,878,Kongsberg Miners,Gimle,84.0,90.0,False,0,0
BLNO,68.0,2026-09-18,881,876,Tromso,Froya,74.0,100.0,False,0,0
Champions League,202.0,2026-09-18,5237,975,Batumi,CSM Oradea,77.0,93.0,False,0,0
